time_s,lap,distance_m,sector,speed_mps,speed_kmh,throttle_pct,brake_pct,steer_deg,engine_rpm,gear,lat_g,lon_g,yaw_rate_deg_s,current_lap_time_s
0.0,1,0.0,1,94.36678719732019,339.7204339103527,60.0,20.0,0.2709281396377208,12346.010276824143,6,0.07954058964120468,0.0,0.47376314883251064,0.0
0.05,1,2.0,1,94.3547629407047,339.67714658653694,58.89685719123945,21.225714231956168,-0.5018088086414008,12344.985050733769,6,-0.14730504811840786,-0.02451428463912335,-0.8774965996951793,0.05
0.1,1,4.0,1,94.33118858262704,339.59227889745733,57.8372148552599,22.403094605266773,-0.5373943732367842,12342.975026518727,6,-0.1577117110023521,-0.048061892105335485,-0.9397239089670594,0.1
0.15000000000000002,1,6.000000000000001,1,94.29634660530316,339.4668477790914,58.38439009135239,21.79512212071957,-0.29882616623016844,12343.493660895358,6,-0.12527614807861964,-0.0710335929131067,-0.7467326906546541,0.15000000000000002
0.2,1,8.0,1,94.25034901569417,339.301256456499,57.329399503990295,22.96733388445523,-0.6331931658738776,12341.011689129118,6,-0.31273434560346963,-0.0937769410988527,-1.8650232589390263,0.2
0.25,1,10.0,1,94.19315530327567,339.09535909179243,56.293402811260805,24.118441320821322,-0.2136232037887677,12337.56689475234,6,-0.05312121160358932,-0.05899826505080486,-0.3163261669077965,0.25
0.30000000000000004,1,12.000000000000002,1,94.12458770098681,338.8485157235525,55.26144766880212,25.265058145775416,0.03555858538287618,12333.163033854222,6,-0.043960083060952476,-0.08229680473441536,-0.2614166637049487,0.30000000000000004
0.35000000000000003,1,14.000000000000002,1,94.04434421793472,338.559639184565,54.22012873008176,26.422079188798037,0.16826516909315384,12327.791404018211,6,-0.014347726441955052,-0.10547697002038092,-0.08491624624535621,0.35000000000000003
0.4,1,16.0,1,93.95200984916849,338.2272354570066,53.157358565924795,27.60293492675023,0.5072849216778463,12321.432069152794,6,0.0260427066087671,-0.1288408880253296,0.15608900766424758,0.4
0.45,1,18.0,1,93.84706631405444,337.84943873059603,52.06217914630207,28.819800948553244,-0.1529278488943684,12314.054909119395,6,-0.02433677958267283,-0.15266064942192056,-0.14624109976834299,0.45
